NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	LEP	NNN	148	1.2939618825912476	0.028389899	Yes	
row_1	PHYH	NNN	1116	0.8216249346733093	0.031527955	Yes	
row_2	FABP4	NNN	1210	0.797002911567688	0.048983037	Yes	
row_3	COQ3	NNN	1625	0.7343353033065796	0.059466574	Yes	
row_4	UCP2	NNN	2081	0.6645097136497498	0.0675827	Yes	
row_5	ACADL	NNN	2159	0.655639111995697	0.081933334	Yes	
row_6	ABCA1	NNN	3237	0.6002529263496399	0.07790667	Yes	
row_7	MYLK	NNN	3566	0.5727500319480896	0.08599644	Yes	
row_8	ITIH5	NNN	3577	0.5709277391433716	0.09946587	Yes	
row_9	DHCR7	NNN	4071	0.5357645750045776	0.103858106	Yes	
row_10	CCNG2	NNN	4171	0.5278433561325073	0.114780396	Yes	
row_11	CPT2	NNN	4243	0.5229455828666687	0.1260632	Yes	
row_12	CD302	NNN	5014	0.47238293290138245	0.124217205	Yes	
row_13	IDH1	NNN	5618	0.44905009865760803	0.1246618	Yes	
row_14	BCKDHA	NNN	5675	0.44676268100738525	0.13438033	Yes	
row_15	ELOVL6	NNN	6046	0.4407995939254761	0.13860142	Yes	
row_16	REEP5	NNN	6076	0.4387938678264618	0.14859003	Yes	
row_17	DGAT1	NNN	6335	0.42702844738960266	0.15439217	Yes	
row_18	RETN	NNN	7252	0.4166666567325592	0.14872517	Yes	
row_19	ACAA2	NNN	7369	0.4135338366031647	0.15662658	Yes	
row_20	CRAT	NNN	7469	0.4087616503238678	0.1647039	Yes	
row_21	DDT	NNN	7938	0.39011913537979126	0.1660429	Yes	
row_22	SULT1A1	NNN	8363	0.37115001678466797	0.16767907	Yes	
row_23	CMPK1	NNN	8511	0.36512821912765503	0.17389536	Yes	
row_24	LIFR	NNN	9216	0.3571428656578064	0.17042175	Yes	
row_25	LPL	NNN	9610	0.3571428656578064	0.17225195	Yes	
row_26	ESYT1	NNN	10544	0.3524612784385681	0.16476111	Yes	
row_27	JAGN1	NNN	10573	0.3514010012149811	0.17267889	Yes	
row_28	ATL2	NNN	10744	0.3449070453643799	0.17801984	Yes	
row_29	SORBS1	NNN	11078	0.3393304944038391	0.18044773	Yes	
row_30	PRDX3	NNN	11187	0.3358784317970276	0.18663032	Yes	
row_31	CS	NNN	11313	0.33197566866874695	0.19242975	Yes	
row_32	ACLY	NNN	11440	0.3285955786705017	0.19813138	Yes	
row_33	MRAP	NNN	11582	0.32376477122306824	0.2034618	Yes	
row_34	ACOX1	NNN	12464	0.29877185821533203	0.19557507	Yes	
row_35	UQCR11	NNN	12543	0.2963988780975342	0.20132609	Yes	
row_36	LIPE	NNN	12554	0.2961275577545166	0.2082303	Yes	
row_37	G3BP2	NNN	12676	0.2931986153125763	0.21317153	Yes	
row_38	CAT	NNN	13105	0.2803921699523926	0.2125712	Yes	
row_39	SAMM50	NNN	13196	0.27867963910102844	0.21769424	Yes	
row_40	ANGPTL4	NNN	13197	0.278632789850235	0.22435103	Yes	
row_41	BCL2L13	NNN	13586	0.2679789662361145	0.22413631	Yes	
row_42	AGPAT3	NNN	13665	0.26573309302330017	0.22915468	Yes	
row_43	PFKL	NNN	13871	0.2603471279144287	0.23187852	Yes	
row_44	SLC25A1	NNN	14053	0.2557879090309143	0.23490274	Yes	
row_45	PTCD3	NNN	14189	0.2521774470806122	0.23862518	Yes	
row_46	GHITM	NNN	14275	0.25073590874671936	0.24316588	Yes	
row_47	ACO2	NNN	14444	0.2493513971567154	0.24625802	Yes	
row_48	ITSN1	NNN	14518	0.24738675355911255	0.25092337	Yes	
row_49	SCP2	NNN	14541	0.24693745374679565	0.25644773	Yes	
row_50	RTN3	NNN	14574	0.245925635099411	0.2617774	Yes	
row_51	POR	NNN	14596	0.24525417387485504	0.26727858	Yes	
row_52	UBC	NNN	14612	0.24496783316135406	0.27287528	Yes	
row_53	ELMOD3	NNN	14738	0.24189968407154083	0.27652273	Yes	
row_54	MGST3	NNN	14748	0.24155263602733612	0.28214014	Yes	
row_55	SLC27A1	NNN	14764	0.2410278171300888	0.2876427	Yes	
row_56	COQ5	NNN	14888	0.23789991438388824	0.29122868	Yes	
row_57	MTCH2	NNN	14900	0.23748911917209625	0.29671493	Yes	
row_58	SDHC	NNN	14980	0.2359074056148529	0.3010037	Yes	
row_59	STAT5A	NNN	15036	0.234375	0.30566514	Yes	
row_60	REEP6	NNN	15088	0.2331693470478058	0.310366	Yes	
row_61	DNAJC15	NNN	15404	0.22998452186584473	0.31048852	Yes	
row_62	TKT	NNN	15429	0.22952522337436676	0.31556278	Yes	
row_63	GPAT4	NNN	15513	0.22749105095863342	0.31958225	Yes	
row_64	CMBL	NNN	15516	0.2273693084716797	0.3249802	Yes	
row_65	IDH3G	NNN	15553	0.22642618417739868	0.32977578	Yes	
row_66	TANK	NNN	15767	0.22191224992275238	0.33144492	Yes	
