NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	REL	NNN	346	0.9589889049530029	0.015464652	No	
row_1	GFPT2	NNN	730	0.8384148478507996	0.027611911	No	
row_2	IL1A	NNN	1648	0.6730777621269226	0.026967874	No	
row_3	FOSB	NNN	2628	0.5857890248298645	0.02332164	No	
row_4	EGR2	NNN	2939	0.563444197177887	0.030587722	No	
row_5	FOS	NNN	2994	0.5571677088737488	0.042080183	No	
row_6	ABCA1	NNN	3988	0.4978232681751251	0.03623533	No	
row_7	TGIF1	NNN	4591	0.48177120089530945	0.036701556	No	
row_8	ACKR3	NNN	5107	0.4652908444404602	0.03828444	No	
row_9	PLPP3	NNN	5482	0.46328774094581604	0.042227525	No	
row_10	PFKFB3	NNN	5547	0.46217918395996094	0.051433127	No	
row_11	IFIH1	NNN	5601	0.45865342020988464	0.060747787	No	
row_12	GPR183	NNN	5876	0.44513508677482605	0.06599199	No	
row_13	ETS2	NNN	6107	0.4343743920326233	0.07174689	No	
row_14	SGK1	NNN	6368	0.42396968603134155	0.076758325	No	
row_15	ATP2B1	NNN	6789	0.40617385506629944	0.07864438	No	
row_16	CFLAR	NNN	7213	0.38936373591423035	0.08010475	No	
row_17	NFAT5	NNN	7575	0.37515655159950256	0.082306035	No	
row_18	CD69	NNN	7994	0.3637038469314575	0.08327999	No	
row_19	PTPRE	NNN	8349	0.35262206196784973	0.085098594	No	
row_20	BTG3	NNN	8372	0.35211268067359924	0.09256829	No	
row_21	CCNL1	NNN	9002	0.33986249566078186	0.08941236	No	
row_22	TUBB2A	NNN	9043	0.33862167596817017	0.09627449	No	
row_23	DENND5A	NNN	9100	0.33675432205200195	0.10282212	No	
row_24	TRAF1	NNN	9282	0.3313139081001282	0.1071166	No	
row_25	LDLR	NNN	9384	0.32809585332870483	0.11270383	No	
row_26	PLEK	NNN	9452	0.3279237151145935	0.11886711	No	
row_27	NR4A2	NNN	10209	0.3221399784088135	0.11315027	No	
row_28	B4GALT5	NNN	10235	0.321403443813324	0.11988461	No	
row_29	GCH1	NNN	10572	0.3151915967464447	0.12117629	No	
row_30	MXD1	NNN	10981	0.3031425476074219	0.120971516	No	
row_31	PANX1	NNN	11043	0.30183157324790955	0.1266558	No	
row_32	IL1B	NNN	11498	0.2885143458843231	0.12534058	No	
row_33	CDKN1A	NNN	11500	0.28848427534103394	0.13175082	No	
row_34	IRS2	NNN	11525	0.2879314720630646	0.13775648	No	
row_35	SMAD3	NNN	11619	0.2851143181324005	0.14252254	No	
row_36	JUN	NNN	11706	0.2825232446193695	0.14735027	No	
row_37	VEGFA	NNN	12030	0.27485984563827515	0.14796509	No	
row_38	CD80	NNN	12411	0.27401089668273926	0.14758883	No	
row_39	ZBTB10	NNN	14239	0.26731184124946594	0.122383974	No	
row_40	KLF10	NNN	14313	0.26549533009529114	0.12705404	No	
row_41	ICAM1	NNN	14387	0.2638850808143616	0.13168824	No	
row_42	NFE2L2	NNN	14837	0.2522750496864319	0.12965088	No	
row_43	NINJ1	NNN	14901	0.25071632862091064	0.13416223	No	
row_44	EGR1	NNN	15051	0.24784791469573975	0.13714291	No	
row_45	IFNGR2	NNN	15279	0.24326756596565247	0.1386912	No	
row_46	MAP3K8	NNN	15536	0.23785679042339325	0.13962433	No	
row_47	BCL6	NNN	16016	0.22570760548114777	0.1364834	No	
row_48	BTG1	NNN	16041	0.22522175312042236	0.14109191	No	
row_49	BHLHE40	NNN	16138	0.22278401255607605	0.14441812	No	
row_50	NFIL3	NNN	16205	0.22128748893737793	0.14822264	No	
row_51	KLF6	NNN	16286	0.21931083500385284	0.15174435	No	
row_52	SNN	NNN	16346	0.2179892659187317	0.15559478	No	
row_53	HES1	NNN	16606	0.2122182846069336	0.15590553	No	
row_54	LITAF	NNN	16685	0.20992951095104218	0.15925235	No	
row_55	EGR3	NNN	16810	0.20681136846542358	0.16174513	No	
row_56	KDM6B	NNN	16831	0.206400066614151	0.16600253	No	
row_57	NFKB1	NNN	16992	0.20213903486728668	0.16777721	No	
row_58	IRF1	NNN	17346	0.1940346360206604	0.16607961	No	
row_59	IL18	NNN	17452	0.1915053129196167	0.16855544	No	
row_60	DUSP2	NNN	17496	0.1906534880399704	0.17206973	No	
row_61	NR4A1	NNN	17948	0.18427465856075287	0.16848324	No	
row_62	MARCKS	NNN	17968	0.18372564017772675	0.17225252	No	
row_63	TNFSF9	NNN	18041	0.18220454454421997	0.17508397	No	
row_64	IL7R	NNN	18139	0.17958411574363708	0.17743063	No	
row_65	CLCF1	NNN	18148	0.17931997776031494	0.18128936	No	
row_66	TLR2	NNN	18283	0.1760810762643814	0.18292694	No	
row_67	FOSL2	NNN	18445	0.1719800978899002	0.18401264	No	
row_68	IL6ST	NNN	18550	0.16918645799160004	0.18600826	No	
row_69	EFNA1	NNN	18883	0.16185423731803894	0.18395187	No	
row_70	CD44	NNN	18962	0.1598656326532364	0.18618327	No	
